,CourseID,Description
891,MGT 425,managing technology change 3 focuses managing change today ’ s highly dynamic organizational environments explores approaches managing technology structure teams organizational culture a sociotechnical systems theory framework business 309 
892,MGT 440,cross-cultural management 3 focuses effect national cultural value differences workplace leading empirical cross-cultural models integrated taught analytical tools understanding effects differing national cultural values comparative management issues particular development cross-cultural conflict avoidance cross-cultural conflict resolution managing international multicultural teams virtual/global networks cultural diversity component registration priority given cob 
893,MGT 471,international business environment global strategy 3 capstone integrative international business field focuses strategic management multinational operations cross-border business environments legal political trade information technology environmental factors 
894,MGT 475,business policy strategy 3 capstone business development administrative perspective management establishing analyzing policy strategy various settings relationships between administrative decision making important ethical issues integrative approach uses case method explore executive decision making global marketplace register a corresponding lab assessment 
895,MGT 475L,business policy strategy lab 0 lab involve approximately half day assessment activities participate a series exercises similar those done freshman 
896,MGT 495,independent business administration 1-3 independent research effort requires approval a research proposal a member faculty dean a substitute a covers proposed research area marketing 
897,MKT 304,marketing management 3 placed ethical application marketing concepts theories principles relate product policy promotional mix decisions distribution logistical planning pricing international business environment cultural economic political-legal competitive technological variables studied compared markets areas buyer analysis utilization marketing information systems market planning analysis stressed business 310 
898,MKT 310,marketing research 3 a designed introduce marketing areas marketing research marketing information systems coverage marketing information system design marketing research process research design sources information data collection methods sampling procedures data analysis interpretation formal research report 
899,MKT 320,sales management 3 a managerial functions professional selling industrial organizational buyer overview organizational economic psychological influences organization ’ s buying decisions field territorial management recruitment training sales force sales forecasting techniques routing personal selling principles 
900,MKT 330,buyer behavior 3 analysis psychological economic influences affect attitude formation decision-making processes consumers overview research methods determining characteristics buyers included 
901,MKT 362,advertising 3 introductory level taught a marketing perspective areas market analysis campaign planning strategy media selection design advertisements emphasized legal environment advertising role different service institutions advertising agencies covered 
902,MKT 430,international marketing 3 a managerial marketing policies practices organizations marketing products services foreign countries specific stress placed relationship between marketing strategy market structure environment 
903,MKT 495,independent marketing 1-3 independent research effort requires approval a research proposal a member faculty dean a substitute a covers proposed research area business 311 supply chain logistics management 
904,SCM 310,global logistics management 3 focus strategic tactical logistics decisions provide understanding concepts techniques important analyzing business logistics problems a strategic total systems approach taken cross-docking reverse logistics multi-modal freight operations high-tech automated warehousing order delivery current logistics industry importance logistics relationship functional areas responsibility emphasized 
905,SCM 330,enterprise resource planning systems 3 hands real '' usage erp software a focus supply chain management trained carry out supply chain management processes demand signal planning inventory control capacity utilization drp bom mrp procurement mps manufacturing centers routings turning demand into marketable finished goods erp software covers sale delivery goods introduces accounting aspects invoicing receiving payments. `` 
906,SCM 402,advanced analytical methods scm 3 provides in-depth understanding analytical tools model supply chain issues aggregate planning forecasting inventory management managing uncertainty network design supply chain coordination 
907,AVN 222,requires aviation associate ’ s program approval director aviation chief faa designated pilot examiner dpe administer a practical exam conclusion flight exam either pass fail dpe therefore flight graded a satisfactory/unsatisfactory basis instrument airplane flight 2 maneuver aircraft under instrument flight conditions rules simulated actual takeoff enroute navigation approach landing there four stages instrument flying navigation equipment flying instrument approaches cross country flights successful completion results faa certifying instrument rated pilot taught porter county regional airport certified staff eagle aircraft graded s/u corequisite 
908,AVN 322,a complete a minimum 55 flight hours federal aviation administration faa certificates ratings certification rating requires a written exam flight test certificates ratings initial private pilot certification a prior certification material written exam covered ground coursework flight instruction prepares flight test advanced standing earned appropriate faa private pilot certification prior admission aviation program awarded commercial airplane flight i 2 flight cover aspects commercial flight operations advanced aircraft maneuvers flight planning execution operations air route traffic control system taught porter regional airport certified staff eagle aircraft graded s/u corequisite complete a earn commercial pilot certificate a minimum 190 hours flight time additional flight time achieve needed proficiency taught porter county regional airport certified staff eagle aircraft graded s/u 
909,AVN 101,air transportation 1 introduction aviation cover aviation industry pathways aviation career aviation role aviation u.s. global economies overview current thought future aviation human society culture 
910,AVN 121,private pilot airplane ground 3 provides a basic background aerodynamics aircraft systems weather air route traffic control procedures federal aviation regulations—fars airport operations single-pilot resource management risk management procedural knowledge navigation psychological/physiological aspects flying aircraft provides introduction instrumentation automation end able take faa private pilot airplane written exam corequisite 
911,AVN 122,private pilot airplane flight 2 take off maneuver land a fixed-wing single engine aircraft scenario phase training cross country flying covered successful completion results being certified faa a private pilot taught porter county regional airport certified staff eagle aircraft graded s/u corequisite 
912,AVN 221,instrument airplane ground 3 cover applicable fars instrument flight information aim aeronautical information manual atc air traffic control system procedures ifr instrument flight rules flight ifr navigation approaches ifr enroute approach procedure charts advanced aviation weather forecast reports phenomenon medical factors operating aircraft under ifr decision making crew resource management communications potential system failures end able take instrument airplane written exam corequisite 
913,AVN 321,commercial airplane ground 3 expanded coverage aircraft aerodynamics performance advanced aircraft maneuvers complex aircraft fars covering commercial aircraft operation flight operations cross country planning execution single/multicrew resource management end able take faa commercial pilot written exam corequisite 
914,AVN 421,multi-engine ground 3 introduce pilot multi-engine aircraft multi-engine ifr operations single engine operations a multi-engine aircraft emergencies system failures multi-engine cross country flying single/multi-crew resource management corequisite 
915,AVN 422,multi-engine flight 2 flight training cover multi-engine operations single engine flight a multi-engine aircraft multi-engine instrument operations multi-engine cross country flight complete earn multi engine rating either private commercial pilot certificate taught porter county regional airport certified staff eagle aircraft graded s/u corequisite 
916,AVN 423,flight ground 3 fundamentals instruction learning theory e.g learning process elements effective teaching evaluation others aeronautical knowledge flight privileges being sought instrument procedures seeking a cfii teach subjects previously learned private commercial pilot certificates end able take fundamentals instruction flight airplane written exams present topic write lesson plans associated known material corequisite 
917,AVN 424,flight flight 2 apply fundamentals instruction teaching evaluating techniques learned previous flight training conducted accordance far part 61 section 187 depending category rating attempting addition least 15 hours category aircraft rating being sought complete a earn flight certificate taught porter county regional airport certified staff eagle aircraft graded s/u corequisite 
918,GE 100,integral part first-year program focuses fundamental concepts engineering drawing discipline showing interdisciplinary nature engineering 318 profession a typical unit consists a lecture in-class exercises a hands-on laboratory mentors i.e best previous classes aid laboratory projects freshmen participate engineering fundamentals engineering 1.33+1.33 2 introductory focuses fundamental concepts engineering drawn principles civil computer electrical mechanical engineering show interdisciplinary nature profession foundational problem solving engineering communication teamwork included participate hands-on activities design projects related covered corequisite 
919,ME 252,satisfy prerequisites program approved 's advisor humanitarian engineering minimum 18 humanitarian engineering gives understanding opportunity apply engineering concepts improve welfare less advantaged coursework enhances cultural awareness helps identify problems engineers could solve professor peter johnson current advisor 
920,GE 199,replaced another approved addition set forth beginning page 414 catalog ’ s point average meet minimums taken valparaiso 1. a cumulative gpa 2.000 2. a cumulative gpa 2.000 mathematics science satisfy 3. a cumulative gpa 2.000 engineering identified 's departmental prefix i.e ce ece me respectively engineering ge engineering 0 engineering opportunities success career planning s/u 
921,PHYS 109,a resolution composition forces moments applied free body diagram principles equilibrium first second moments areas trusses frames machines friction 
922,GE 290,issues technology 3 introduction problem solving decision making risk assessment relate technical decision-making process engineering measurements explored laboratory conventional computer-based data acquisition systems utilizing case relevant technical nontechnical decisions associated issues projects explored open engineering 
923,GE 299,humanitarian engineering colloquium 0 present humanitarian engineering guest speakers invited present relating humanitarian issues pursuing humanitarian engineering expected register colloquium every s/u 
924,GE 301,financial ethical decisions engineering 3 a discussion essential non-technical issues impact engineering decision-making calculating measures financial merit engineering decisions selecting most economically desirable solution among several alternatives recognizing situations ethical judgment applying engineering codes ethics make ethical decisions concepts sustainability sociopolitical influence discussed 
925,GE 311,financial decisions engineering 1.5 a discussion essential financial issues impact engineering decision-making calculating measures financial merit engineering decisions selecting most economically desirable solution among several alternatives 
926,GE 312,ethical decisions engineering 1.5 a discussion essential ethical issues impact engineering decision-making recognizing situations ethical judgment applying engineering codes ethics make ethical decisions concepts sustainability socio-political influence discussed engineering 324 
927,GE 386,internship engineering 1 engineering a pre-selected approved employer requires satisfactory performance submission a final report approved format repeat a maximum three sessions grading s/u basis 
928,GE 481,cooperative i 0.5-3 application concepts engineering a business consulting industrial government setting placed involvement real-world engineering projects requiring analysis design investigative requires satisfactory performance a pre-selected employer submission reports a format approved graded s/u civil mechanical engineering requires a satisfactory employer evaluation reports a format approved graded s/u civil mechanical engineering -483 graded s/u foreign language/diversity elective take three either foreign languages 102 level diversity list beginning page 476. science theology electives take six approved list science theology same area different areas see pages 477-480 science mcat preparation participating biomedical track wish take medical admission test mcat take 482 483 approved electrical computer engineering math/science electives astronomy 252 253 biology 151 152 171 172 210 260 270. chemistry numbered 115 mathematics 220 264 314 320 321 322 323 330 334 370 371 373 421 422 451 452 461 462. statistics 482 483 completed least six a cooperative program engineering engineering 348 mathematics science computer science astronomy 101 101l 221 252 253. biology 125 151 152 171 172 210 260 270. chemistry numbered 115 computer science 225 230 240 245 250 260 325 330 335 340 345 358 365 372. data science 
929,GE 483,cooperative iii 1 application concepts engineering a business consulting industrial government setting requires submission reports a format approved graded s/u civil mechanical engineering up three hours satisfy professional electives requirement a minimum six cooperative been completed graded s/u electrical engineering electives eighteen taken among 
930,GE 493,professional communications interpersonal relations 3 development professional needed successful engineering profession building self-confidence strengthening people enhancing communication developing leadership reducing stress/improving attitude junior standing dean ’ s approval 
931,GE 495,special problem 1-3 selected permitted a special problem under supervision a member faculty keep a progress notebook turn a final report approved format open faculty approval dean professional communication interpersonal relations a ce degree a requirement foreign language foreign language language a foreign language acc acc blaw blaw fin fin ids ids engineering 347 mgt mgt mkt mkt rotc approved civil engineering science electives 
932,GE 497,senior design project i 3 application theoretical experimental engineering concepts analysis design engineering system form teams plan organize a multidisciplinary project corequisite 
933,CE 494,senior design ii project development design 1+6 3 civil engineering electives 9 total graduation 130 writing intensive indicated a superscript “ w ” least three taken satisfy foreign languages/diversity elective science theology electives senior design ii project development design 1+6 3 teams participate design integrated realistic civil engineering projects knowledge gained previous incorporate ethical legal societal multicultural economic financial aesthetic environmental aspects design addition elements management communication integrated field trips and/or lectures practicing professionals oral written reports 
934,CE 334,part civil engineering chair approve plan civil engineering see page 59 number hours applied toward a degree sciences fluid mechanics 3+3 4 examination fluid properties fluids rest fluids motion conservation mass energy momentum principles utilized along dimensional analysis similitude applications pumps flow conduits lift drag pipe networks hydraulic model integrated fluid mechanics per se principles mechanics-dynamics 
935,CE 151,introduction computer-aided drafting 0+3 1 introductory provide a basic understanding features consideration associated operation a computer-aided drafting cad system introduced drafting standards practices context a range civil engineering disciplines 
936,CE 202,statistical applications civil engineering 3 introduction primary statistical probabilistic models collection interpretation civil engineering data focus summary techniques regression models application central limit theorem confidence intervals recurrence intervals monte carlo simulation techniques estimate failure likelihood a civil engineering system electrical computer engineering ece 281 another graduation requirement mechanical engineering me statistical applications civil engineering 3 ids/ 
937,CE 212,materials engineering 2+3 3 composition production properties behavior structural materials aggregate concrete steel timber introduction standardized test methods data analysis laboratory exercises determination aggregate properties concrete mixture design properties hardened concrete properties ductile metals properties clear wood written reports laboratory exercises field trips 
938,CE 213,technical professional writing civil engineering 1 introduced technical writing civil engineering a focus laboratory reports professional writing memoranda business letters corequisite 
939,PHYS 215,concepts stress strain stress-strain relationships states plane stress strain a point elementary analysis stress distributions deformations axial loading prismatic members torsional loading circular shafts bending beams combined loading plastic elastic action introduction statically indeterminate problems concepts stress strain stress-strain relationships states plane stress strain a point elementary analysis stress distributions deformations axial loading prismatic members torsional loading circular shafts bending beams combined loading plastic elastic action introduction statically indeterminate problems 
940,CE 216,introduction structural engineering 3 introduction behavior analysis design structures design criteria loads analysis structural members systems classical hand methods computer software design various material types e.g steel concrete timber masonry 
941,CE 252,introduction transportation engineering 3 transportation system characteristics transportation demand transportation planning transportation engineering human vehicle design factors traffic flow operations signing marking safety while highway modes occupy a majority time due relative importance modes rail air water discussed 
942,CE 281,geology civil engineers 3 a structure earth minerals igneous sedimentary metamorphic rocks discussed plate tectonics relationship volcanoes earthquakes mountain building upon completion able apply knowledge geology civil engineering projects engineering 328 approved civil engineering technical electives biology biology graduation equivalent chemistry chemistry graduation equivalent physics physics graduation equivalent ce ce graduation me me ece ece math math graduation numbered 250 higher cs cs numbered 156 higher envs envs geo 215 415/515 225 230 321 met 372 373 369 
943,CE 317,design reinforced concrete structures 3 design reinforced concrete members structures design members compression flexure shear deflections bond anchorage footings additional design one-way slabs design reinforced concrete frames aci strength design methods 
944,CE 318,design steel structures 3 design steel members structures design members tension compression flexure shear design simple connections additional design composite members design steel frames lrfd methods 
945,CE 320,soil mechanics 3+3 4 index mechanical hydraulic properties soils soil identification compaction shear strength consolidation vertical stress distribution flow porous media principles laboratory identification testing soils site investigation situ testing lateral earth pressures retaining wall design elastic stress distribution settlement bearing capacity foundation systems sizing shallow deep foundation systems 
946,CE 335,hydrology 3 introduction surface water hydrology hydrologic cycle precipitation evaporation infiltration runoff rainfall–runoff relationships uniform flow open channels stream flow measurements hydrologic routing hydrologic modeling hydrologic probability storm water management storm sewer design applications 
947,CE 354,design transportation facilities 3 infrastructure associated needs transportation facilities highway geometric design necessary design aids a focus facilities addressed particularly rail airport design pavement design explicit incorporation safety into design process 
948,CE 364,environmental engineering i 3+3 4 introductory water treatment practices common urban areas laboratory principles methods related safety sampling data analysis measurement selected physical chemical biological characteristics water wastewater introduced field trips corequisite 
949,CE 365,environmental engineering ii 3 introductory physical chemical biological processes treatment domestic wastewater design wastewater treatment unit operations independent advanced topic civil engineering available invitation engineering 329 
950,CE 415,advanced structural analysis c 3 analysis statically indeterminate structures energy and/or matrix methods direct stiffness flexibility methods discussed a variety applications structural analysis software response time-dependent loading blasts earthquakes etc 
951,CE 419,prestressed concrete c 3 analysis design prestressed concrete members structures flexural stresses flexural strength shear strength loss prestress deflections field trips 
952,CE 421,geotechnical aspects earthquake engineering c 3 causative mechanisms earthquake earthquake magnitudes ground motion effect local soil conditions motions response soils seismic loading liquefaction phenomena analysis pore pressure development laboratory in-situ testing seismic loading 
953,CE 422,advanced soil mechanics c 3 behavior soil examined a fundamental soil perspective review methods testing define soil strength response clays sands silts rationale choosing shear strength deformation parameters soils design application 
954,CE 436,water resources engineering c 3 application principles fluid mechanics analysis design water resources projects potential branching pipes water towers pipe networks manifolds open-channel hydraulics culvert design water hammer reservoirs water law wells 
955,CE 437,urban stormwater management c 3 urbanization typically increases volume stormwater runoff degrades water quality effect urbanization quantity quality stormwater water runoff investigated methods measure reduce impact address special case urban hydrology small watersheds management stormwater quality quantity pre/corequisite 
956,CE 442,construction engineering c 3 introduction construction management issues project delivery systems construction scheduling construction estimating project documents legal issues 
957,CE 456,railroad design operations c 3 essential elements railroad facility design operations objective providing a detailed understanding railroad functions design construction operations design aspect route location track structure design construction main lines terminal facilities maintenance-of-way operations track inspection right-of-way maintenance railroad bridges bridge loadings drainage operations aspect basic train handling train operating characteristics train makeup types trains train dispatching yard terminal operations signaling 
958,CE 457,traffic engineering c 3 fundamental traits behavior road users vehicles characteristics a free-flowing traffic stream capacity level service urban rural highways signals signalized intersection capacity traffic speeds volumes signing marking accidents safety taught alternate 
959,CE 458,urban transportation planning c 3 fundamentals urban transportation planning traditional 4-step planning process trip generation trip distribution mode choice trip assignment data collection statistical techniques aggregate disaggregate modeling transportation demand forecasting interaction land urban planning short-term long-term plans traffic impact environmental engineering 330 
960,CE 459,transportation economics c 3 introduces basics transportation economics fixed costs incremental costs elasticities direct indirect costs application impact subsidies economics scale economies highway- transit- rail air- water-based transportation modes 
961,CE 466,hazardous waste management c 3 a basic overview remediation contaminated soil ground water hazardous waste sites development site investigation plans management field investigations environmental risk assessments feasibility innovative remedial design techniques case oral written reports field trips 
962,CE 467,biological wastewater treatment c 3 covers biological treatment domestic industrial wastewaters removal organics nutrients kinetic expressions biological growth fluid transport treatment reactors introduced concepts estimate reductions organic nutrient concentrations design appropriate biological treatment processes corequisite 
963,CE 493,senior design i project planning management 2.5+1.5 3 introduction professional practice issues contracts project proposals project management scheduling estimating project control teams participate planning integrated realistic civil engineering project knowledge gained previous ethical legal societal multicultural economic financial aesthetic environmental aspects integrated into projects field trips and/or lectures practicing professionals oral written reports 
964,ECE 430,electromagnetic field theory 3 mathematics/science electives 9 professional electives 6 electrical engineering electives 18 total graduation 127 writing intensive indicated a superscript “ w ” least 3 taken satisfy foreign languages/diversity elective science theology electives electromagnetic field theory 3 fundamental laws static dynamic electric magnetic fields vector methods transmission lines maxwell ’ s equations electromagnetic radiation 
965,ECE 452,digital signal processing 2.7+1 3 mathematics/science electives 6 professional electives 3 computer engineering electives 13 total graduation 127 writing intensive indicated a superscript “ w ” least 3 taken satisfy foreign languages/diversity elective science theology electives digital signal processing 2.7+1 3 overview theory techniques basic concepts digital signal processing covered design fir iir filters construction algorithms real-time off-line signal processing relationships between analog digital realizations real-time hardware considerations engineering 337 digital signal processing 3 bioengineering electives 7 engineering 342 biomedical track 
966,ECE 100,fundamentals electrical computer engineering 2.5+1.5 3 introduction principles electrical computer engineering computer tools dc circuit analysis digital circuit analysis design 
967,ECE 200,computational techniques electrical computer engineers i 2 introduction solution electrical computer engineering problems computers important software packages labview matlab pspice corequisite involve solution electrical computer engineering problems computers corequisite 
968,ECE 211,technical writing electrical computer engineers 1 introduction technical writing electrical computer engineering writing impactful sentences paragraphs designing figures charts graphs tables effectively convey technical information writing a particular audience pre/corequisite 
969,ECE 212,design process electrical computer engineers 1 a design process relates electrical computer engineering steps design process considered depth complete incremental projects a comprehensive design project integrates knowledge material technical design constraints 
970,ECE 251,engineering programming i 3 a fundamental programming constructs algorithms data structures industry-standard software placed programming strategies application computer algorithms solve problems engineering mathematics receive implementing abstract data types standard algorithms industry-standard programming languages applications contemporary engineering problems implementation linked lists queues trees stacks sets sorting algorithms quick sort merge sort bucket sort introduced object orientation receive 
971,ECE 261,linear circuit theory i 2.5+1.5 3 a fundamental methods theorems electric circuit analysis steady state transient analysis dc ac circuits containing resistors capacitors inductors operational amplifiers power computations transformers frequency response filters laplace transforms fourier series 
972,ECE 263,linear circuit theory i 3+3 4 a fundamental methods theorems electric circuit analysis steady state transient analysis dc transient circuits containing resistors capacitors inductors operational amplifiers laplace transform pre/corequisite ac circuits power computations transformers frequency response filters laplace transforms fourier series 
973,PHYS 281,a fundamental methods theorems electrical circuit analysis steady-state transient analysis dc ac circuits containing resistors capacitors inductors operational amplifiers receive 
974,ECE 299,sophomore honor electrical computer engineering 1-3 independent advanced topic electrical engineering available invitation engineering 336 
975,PHYS 322,application microcontrollers embedded system design emphasizing interaction hardware software design integrated development environments cpus program data memories interrupts digital inputs outputs timer peripherals serial communication interfaces analog-to-digital converter peripherals 
976,MATH 220,introduction mathematical reasoning algorithm analysis concepts provide a mathematical foundation computer science logic sets functions order notation proof techniques mathematical induction elementary counting techniques iterative recursive algorithms elementary complexity analysis applications 
977,ECE 360,signals systems 3 continuous discrete systems signals considered time frequency domains continuous-time linear systems fourier series fourier transforms laplace transforms discrete-time discrete fourier transform z-transform sampling quantization discrete-time processing discrete continuous filtering techniques introduced 
978,ECE 429,integrated circuit fabrication design 3 introduction fundamental principles cmos digital integrated circuit design extensive cad tools layout simulation techniques speed size tradeoff studied 
979,ECE 450,networking data communications 3 theory interconnected digital systems information flow control packet circuit-switching techniques standards communication between network nodes 
980,ECE 453,communication systems 2.5+0.5 3 methods transmission information electrical signals channels limited bandwidth additive noise characteristics standard analog digital modulation schemes am fm pam pcm investigated related channel 
981,ECE 455,image processing computer vision 3 introduction image processing concepts image filtering enhancement manipulation computer vision processes image segmentation feature extraction pattern recognition 
982,ECE 456,fiber-optic communication 2.5+0.5 3 a optical fiber communication systems networks hands-on theory light wave propagation single/multimode optical fibers introduction light emitting diodes laser diodes optical sources modulation those sources introduction pin avalanche photodetectors filters multiplexers 
983,ECE 460,control system design 3 a application feedback analysis design frequency time domains classical design considered root-locus frequency response methods models derived frequency response data introduced introduction modern control state-space representation pole placement luenberger observers 
984,ECE 472,power systems analysis 3 principles power system analysis studied development models components a modern electric power grid development application power system analysis tools power flow fault analysis 
985,ME 470,thermodynamics ii 3 mechanical engineering electives 9 total graduation 128 writing intensive indicated a superscript “ w ” least 3 taken satisfy foreign languages/diversity elective science theology electives combined cycle analysis turbomachinery design principles combustion chemical kinetics mass transfer effects topic determined prior offering part interest 
986,BE 490,satisfy elective approval faculty up three substituted taking approved technical concentration outside engineering regardless number approved technical concentrations taken three hours biomechanics b m 3 seven weeks investigation bioengineering special interest 
987,ME 499,applied me elective mechanical engineering elective indicated a superscript m '' ... m. mechanical engineering minimum 18 a mechanical engineering available majoring civil computer electrical engineering applied elective bioengineering elective indicated a superscript `` b '' ... b. bioengineering minimum 18 a bioengineering available majoring civil computer electrical mechanical engineering majoring kinesiology undergraduate research mechanical engineering m b 0.5-3 independent advanced topic mechanical engineering additional available invitation engineering 346 bioengineering see page 59 number hours applied toward a degree sciences. `` 
988,ME 261,analog circuits laboratory 0.5 bioengineering electives 3 writing intensive indicated a superscript “ w ” least 3 taken satisfy foreign languages/diversity elective science theology electives 
989,ME 490,satisfy elective approval faculty up three substituted taking approved technical concentration outside engineering regardless number approved technical concentrations taken three hours mechanical engineering b m 0.5-3 seven weeks full investigation mechanical engineering special interest upon sufficient demand 
990,BE 499,count toward seven approval chair engineering 343 mechanical engineering see page 59 number hours applied toward a degree sciences undergraduate research bioengineering b m 0.5-3 independent advanced topic bioengineering additional available invitation engineering electives approved civil engineering professional electives ce approved technical elective 
991,ME 104,computer-aided design 2 a theory technique engineering graphics related design process placed orthographic isometric projections oblique section views dimensioning tolerancing focuses 3-d modeling strategies line drawings solid modeling parametric modeling computer-aided design software 
992,ME 201,technical writing mechanical engineers 1 introduction technical writing mechanical engineering common technical formats reports email memorandums covered outlining figure table development paragraph sentence development overall communication technical matter pre- corequisite 
993,ME 209,mechanics-dynamics 3 a individual particles systems particles rectilinear curvilinear motion two three dimensions motion a rigid body translation rotation plane motion forces involved moving systems energy relations impulse momentum 
994,ME 270,thermodynamics i 3 a first second laws thermodynamics extensive laws made analyzing processes cycles additional covered ideal gases non-reactive gas gas-vapor mixtures simple compressible substances combustion principles cycle optimization second law thermodynamics 
995,PHYS 333,a fundamental concepts physical principles involved science measurement design experiments experiments involve calibration testing static dynamic primary elements signal amplifiers transducers readout devices experimentation utilizes laboratory industrial instruments extensive made computer data acquisition analysis pre/corequisite waived approval chair me 
996,PHYS 352,a structure-property-processing relationships engineering materials related selection design manufacturing processes methods controlling structure mechanical properties materials studied strengthening mechanisms processes studied solidification phase transformation mechanical working metals engineering 344 
997,ME 353,manufacturing processes b 3+1.5 3.5 descriptive analytical treatment manufacturing processes production equipment metal forming metal cutting plastic fabrication statistical process control spc computer numerical control cnc 
998,ME 362,mechanisms b 3 graphical analytical approaches kinematic analysis synthesis linkages gears cams linkage displacement velocity acceleration analysis along type number dimensional synthesis fundamentals gears gear trains investigated cam sizing application motion programs cam design considered 
999,ME 363,machine design i b 3 application specialized mechanics materials design analysis machine elements combined stress contact stress stress concentration fatigue deflection theories failure stress principles applied springs bolts joints machine elements 
1000,ME 364,vibrations b 2 fundamentals principles mechanical vibration mathematical formulation equations motion single multi-degree freedom systems analysis natural frequency damped natural frequency free forced vibration mechanical systems 
1001,ME 373,fluid mechanics 3 basic conservation equations control volume form developed engineering applications fluid motion fluid statics dynamics compressible incompressible flows compressible fluid flow topic determined prior offering part interest 
1002,ME 374,heat power laboratory b 0+3 1 experimental designed reinforce theory presented areas heat transfer thermodynamics fluid mechanics experiments deal flow heat transfer mechanisms refrigeration internal combustion engines 
1003,ME 377,introduction renewable energy m 1 a global energy crisis identify challenges current energy system investigate alternative energy systems renewables associated technologies a focus evaluate role alternative energy systems play solving energy crisis availability sustainability 
1004,ME 405,finite element analysis b 2 finite element methods analysis steady-state transient problems solid structural fluid mechanics heat transfer presents finite element methods solution procedures linear problems modeling problems interpretation numerical results pre- corequisite 
1005,ME 444,automatic control 2 fundamentals instrumentation control particular application process industries system dynamics analyzed step ramp frequency response techniques laboratory experiments involve system stability controller selection adjustment numerical analysis techniques system sequencing achieve specific control objectives 
1006,ME 452,mechanical behavior materials b m 3 introduction deformation fracture behavior metals ceramics polymers composites yielding criterion plastic deformation strain hardening strengthening mechanisms viscoelasticity fatigue fracture creep microstructure/ mechanical property relationships engineering 345 
1007,ME 455,production systems automation b m 3 a productions system theory lean manufacturing theory constraints six sigma group technology a automation implementation manufacturing distribution facilities material handling systems automatic data capture systems machine tools 
1008,ME 456,non-traditional manufacturing b m 3 a non‐traditional manufacturing technologies utilize photonic electrical chemical ultrasonic magnetic energy sources process materials provides introduction machine tools utilize energy sources examines physics driving processes discusses possible applications technology 
1009,ME 457,advanced manufacturing laboratory b m 1 a laboratory cam programming cnc machining welding non-traditional manufacturing 3d printing plasma cutting laser etching cutting 
1010,ME 460,spatial manipulators b m 3 application linear algebra trigonometric techniques kinematic principles motion spatial mechanisms examine various types manipulators range complexity simple two-degree-of-freedom planar robots human arm 
1011,ME 467,robotics vibrations controls electromachinery laboratory b m 1 a laboratory robotic programming modal testing techniques system modeling control design algorithms dc/ac motor systems 
1012,ME 477,solar thermal technology m 3 fundamentals applications solar thermal energy systems developed discussed residential water heating residential commercial space heating solar concentrating systems subject application thermodynamics fluid mechanics heat transfer 
1013,BE 200,bioengineering m 1 examination various industries belong field bioengineering prosthetics implants biosignals bioethics musculoskeletal modeling areas reflected current industrial trends 
1014,BE 320,bioengineering technologies lab m 0+3 1 experimental designed reinforce theory presented areas biomechanics biomaterials bioelectricity experiments deal simulation human movement musculoskeletal models motion capture human movement acquiring filtering bioelectrical signals human subjects testing materials joint replacements 
1015,BE 340,bioelectricity m 3 introduction biomedical signals systems time frequency domain analysis convolution representation fourier series fourier transforms frequency response filtering sampling 
1016,BE 369,biomechanics m 3 application linear algebra engineering principles anatomical knowledge motion human bodies examine nervous system stimulates various muscles turn actuates skeletal system a desired movement complex three-dimensional kinematic kinetic descriptions human anatomy 
1017,BE 415,biomaterials 3 expansion principles materials science mechanics materials biocompatibility biological reactions implanted materials natural biomaterials synthetic materials biological applications 
1018,BE 468,human-machine interfaces b m 3 human-machine interfaces a focus rehabilitation applications human motor sensory capabilities described models control theory human machine analyzed together a closed-loop system communication between rehabilitation patients machines engineers clinicians media discussed 
1019,DC 2000,1 phone 202-887-6791 www.aacn.nche.edu note responsible transportation clinical community agencies transportation associated home visits nursing professions uses a variety accredited facilities provide broad clinical consequently access a car necessary most clinical nursing professions 352 nursing 1 tel 202-887-6791 fax 202-887-8476 www.aacnnursing.org/ccne bar association 321 north clark street chicago 
1020,NUR 201,professional role nursing 3 overview professional nursing practice analyzing concepts person nursing environment explores expanding role professional nurse provider care teacher manager research consumer develop communication professional nursing sophomore standing a cumulative gpa 2.500 
1021,NUR 203,assessment 2+1 3 clinical practice assessment persons across life-span placed those communication psychomotor techniques fundamental organized comprehensive assessment relating nursing process sophomore standing a cumulative gpa 2.500 
1022,NUR 210,therapeutic interventions professional nurse 2+2 4 introduction concepts principles therapeutic pharmacological interventions applied professional nurse a dynamic care environment sophomore standing a cumulative gpa 2.500 
1023,NUR 212,introduction community-based nursing promotion 2.5+0.5 3 focuses promotion influence diversity among persons living united states open a sophomore standing could benefit considering careers theology psychology church medicine occupational physical therapies a service learning component included provide experiences interfaith community-based promotion activities sophomore standing a cumulative gpa 2.500 introduction community-based nursing promotion 2.5+0.5 3 
1024,NUR 275,transition professional nursing 4 concepts relevant professional nursing discussed applied explores expanding role professional nurse provider care teacher manager research consumer while emphasizing process communication critical thinking change lifelong learning r.n license sophomore standing a cumulative gpa 2.500 
1025,NUR 325,nursing care childbearing family 3+2 5 practice professional nursing a focus childbearing women families newborns levels prevention placed a family-centered approach community settings cumulative nursing gpa 2.500 
1026,NUR 341,psychiatric mental nursing 3+2 5 application psychiatric mental nursing principles care persons been impacted psychiatric disturbances psychobiological behavioral theories therapeutic communication placed promotion optimal mental functioning individuals families communities cumulative nursing gpa 2.500 
