,CourseID,Descriptions,School
2218,RUSS 0400. Intermediate Russian.,"Continues development of language proficiency while broadeningunderstanding of Russian culture via readings in literature and history.Includes expansion of vocabulary for dealing with conversational topicsand review of Russian grammar. Features literary and nonliterary readingsin Russian, as well as video and computer resources. Five class meetingsper week. Prerequisite: RUSS 0300 or placement by exam. Enrollmentlimited to 18.",BrownCourses
2219,RUSS 0500. Advanced Russian.,"Examines selected topics in Russian culture and history as depictedin readings, the media, and Russian and Soviet films. Language workemphasizes increasing facility with spoken Russian and developingwriting skills. Includes work on advanced grammar and syntax. Fiveclass meetings per week. Prerequisites: RUSS 0350 or RUSS 0400 orplacement. Enrollment limited to 18.",BrownCourses
2220,RUSS 0600. Advanced Russian.,"Examines selected topics in Russian culture and history as depictedin readings, the media, and Russian and Soviet films. Language workemphasizes increasing facility with spoken Russian and developingwriting skills. Includes work on advanced grammar and syntax. Four classmeetings per week. Prerequisites: RUSS 0500 or placement. Enrollmentlimited to 18.",BrownCourses
2221,RUSS 1110. Special Topics in Russian Studies I: Advanced Readingand Conversation.,An advanced course recommended for students who are either planningto go or are returning from abroad. Focus on Russian culture as seenthrough the prism of Russian poetry. Extensive classroom discussionand frequent writing assignments. Prerequisite: RUSS 0600 or writtenpermission. May be repeated once with permission from the instructor.Enrollment limited to 18.,BrownCourses
2222,RUSS 1120. Special Topics in Russian Studies II: Advanced Readingand Conversation.,"A continuation of Russian 1110. Examines aspects of Russian cultureas manifested in Russian literature. Readings range from fairy tales tocontemporary works. Extensive classroom discussion and frequent writingassignments. Prerequisite: RUSS 1110, 1700, or written permission. Maybe repeated once with permission of the instructor. Enrollment limited to18.",BrownCourses
2223,RUSS 1290. Russian Literature in Translation I: Pushkin toDostoevsky.,"Survey of major works of Russian literature of the early and mid-19thcentury. Authors to be studied include Karamzin, Pushkin, Lermontov,Gogol, Turgenev, Leskov, and Dostoevsky. Lectures and discussion. Noknowledge of Russian required. Discussion sections to be arranged.",BrownCourses
2224,RUSS 1300. Russian Literature in Translation II: Tolstoy toSolzhenitsyn.,"Survey of major works of Russian literature of the late 19th and 20thcenturies. Traces the development of Russian literature from realism tosymbolism and decadence, from revolutionary experiments to socialistrealism and dissent. Authors to be studied include Tolstoy, Chekhov,Sologub, Blok, Mayakovsky, Babel, Olesha, Zamiatin, Bulgakov, andSolzhenitsyn. Lectures and discussion. No knowledge of Russian required.",BrownCourses
2225,"RUSS 1330. Soviet Culture: Propaganda, Dissidence, Underground.","After the October Revolution of 1917, Soviet society became graduallysplit into official culture, dissidence, and the underground. Authors whodid not conform to the limitations imposed by Soviet institutions oftencirculated their works illegally or published them abroad. Some of themwere forced to emigrate. This course explores the complex intersectionsof propaganda, dissidence, and underground in Soviet literature, art, andfilm.",BrownCourses
2226,RUSS 1340. The Russian Novel.,"When one considers the impact of Russian literature on world literature,one thinks first of all of the novel. And indeed, since the late nineteenthcentury its readers all over the world could not resist its artistic powers.The course explores selected Russian novels form the nineteenth- tothe twenty-first century. Our in-depth (slow) reading and discussions willbe guided by the questions concerning the stylistic peculiarities of thenovel, and its development in changing historical and cultural contexts.The course includes: Gogol’s Dead Souls, Goncharov’s Oblomov,Dostoevsky’s Idiot, Bely’s Petersburg, Nabokov’s Mary, Platonov’sChevengur, among others.",BrownCourses
2227,RUSS 1440. Imagining Moscow: Utopia and Urban Spaces in 20th-Century Russian Culture.,"The course explores the role of Moscow in the Russian collective imagerythroughout the 20th century. We will study how different utopian visionsof the city in art, literature, film, and architecture affected the radicaltransformations of its urban landscape from the October Revolution tothe present. We will start with the 1920s and 1930s, when the image of anew Moscow became closely associated with the creation of new socialistways of life, and conclude with the neoliberal facelift of the city in the post-Soviet period, retracing a history of 20th-century Russian culture throughits urban imagination.",BrownCourses
2228,RUSS 1550. Beyond the Kremlin: Russian Culture and Politics in theTwenty-First Century.,"This course explores the radical transformations of Russian culturaland political life after the end of the Soviet Union, with a specific focuson the Putin era. By combining the approaches of literary analysis andcultural anthropology, the course studies representations of social change,and attempts at producing social change, in Russian everyday life andlanguage, as well as in contemporary art and literature. All readings anddiscussions in English, with Russian originals available for interestedstudents.",BrownCourses
2229,RUSS 1660. Sexuality and Revolution in 20th-Century RussianCulture.,"The course explores the role of the body and sexuality in 20th-centuryRussian literature, art, film, and everyday life, covering the sexualrevolution of the 1920s, the mass spectacles of the Stalinist period, andthe prominent role of sexuality and the body in post-Soviet literature, film,and mass culture. We will focus in particular on the question of how artisticrepresentations of, and reflections on, the body and sexuality, affectedsocial and political revolutions throughout contemporary Russian history.",BrownCourses
2230,RUSS 1885. Literature and Art of the Russian Avant-Garde.,"Examines the Russian avant-garde between 1912, the year of the firstRussian futurist manifesto, and early 1930s when Social Realism becamethis only sanctioned style of art. This, arguably the most vibrant periodin Russian art, permeated with unprecedented sense of creative andpolitical urgency, coincided with the WWI and the Russian Revolution,which provide historical contexts for the analyzed works. Also stressesaesthetic and historic interconnections between the Russian and westernavant-gardes. Includes the works of poetry, prose, literary manifestos,book design, painting, and film by such artists as Pasternak, Mayakovsky,Khlebnikov, Mandelshtam, Meyerhold, Malevich, Rodchenko, Eisenstein,among others.",BrownCourses
2231,RUSS 1960. Independent Study.,Independent research project on topics related to Russian culture.Enrollment permitted only after the written proposal (instructions in thedepartment office) is submitted to the Concentration Advisor and Chair ofthe department (deadline: the last day of Add a course without fee periodduring the semester when the project is undertaken). Please check Bannerfor the correct section number and CRN to use when registering for thiscourse. Each section limited to 10 students; instructor permission required.,BrownCourses
2232,RUSS 2610C. Russian Romanticism.,"This course will examine the works of Zhukovsky, Batiushkov, Pushkin,Lermontov, Tiutchev, Bestuzhev-Marlinsky, Odoevsky, and Gogol in thecontext of Romanticist literary culture. Students will also read works byother European authors associated with Romanticism to elucidate theextent of the adherence of Russian writers to Romanticist aesthetics andphilosophy.",BrownCourses
2233,RUSS 2970. Preliminary Examination Preparation.,For graduate students who have met the tuition requirement and arepaying the registration fee to continue active enrollment while preparing fora preliminary examination.,BrownCourses
2234,RUSS 2980. Advanced Reading and Research.,Only for graduate students. Independent research project on topics relatedto Russian culture. Enrollment permitted only after the written proposal(instructions in the department office) is submitted to the DGS and Chair ofthe department (deadline: the last day of Add a course without fee periodduring the semester when the project is undertaken). Please check Bannerfor the correct section number and CRN to use when registering for thiscourse. Each section limited to 10 students; instructor permission required.,BrownCourses
2235,RUSS 2990. Thesis Preparation.,For graduate students who have met the residency requirement and arecontinuing research on a full time basis.,BrownCourses
2236,SLAV 1300. Sociolinguistics (with Case Studies on the Former USSRand Eastern Europe).,"This seminar course examines the relationship between languageand society: e.g. gender and language, politeness, terms of address,conversational analysis, dialects and language, language variation andsocial class, language policies and their consequences, language andnational/ethnic identity. Case-study readings cover (but are not limited to)linguistic situations in East Europe, Russia, and the former republics of theUSSR. Knowledge of Slavic languages not required. Open to advancedundergraduate and graduate students. Freshmen and sophomores whodemonstrate their knowledge of the basic notions in linguistics or theirfamiliarity with the former USSR and East Europe may enroll with theinstructor’s written permission. Enrollment limited to 20.",BrownCourses
2237,SLAV 1950. Independent Study.,Independent research project on topics in Slavic Studies. Enrollmentpermitted only after the written proposal (instructions in the departmentoffice) is submitted to the Concentration Advisor and Chair of thedepartment (deadline: the last day of Add a course without fee periodduring the semester when the project is undertaken). Please check Bannerfor the correct section number and CRN to use when registering for thiscourse. Each section limited to 10 students; instructor permission required.,BrownCourses
2238,SLAV 1970G. Polish for Reading and Research.,An intensive course designed for students who wish to receive conciseand systematic language instruction to read Polish for their researchprojects and/or to prepare for advanced language study in the studyabroad context. The course does not require any previous knowledgeof Polish. Students will develop functional reading and comprehensionstrategy in Polish through extensive activities focusing on grammar andreading of selected texts.,BrownCourses
2239,SLAV 1981. Independent Research in the Slavic Language(s).,"Independent research on various topics in Slavic cultures. Reading,discussion, research must be done in the chosen Slavic language (Czech/Russian). Close work with faculty on project is expected. Prerequisites:minimum RUSS0600/CZCH 0610 (3rd year-level) or placement evaluationby Russian or Czech language coordinator. Enrollment permitted only afterthe written proposal (instructions in the department office) is submittedto the Concentration Advisor and Chair of the department (deadline: thelast day of Add a course without fee period during the semester whenthe project is undertaken). Each section limited to 10 students; instructorpermission required.",BrownCourses
2240,SLAV 1990. Senior Thesis.,"Only for Slavic concentrators writing their senior theses. For requirementsand schedule, contact the department. Each section limited to 10 seniorSlavic Studies concentrators.",BrownCourses
2241,SLAV 2450. Exchange Scholar Program.,"
",BrownCourses
2242,SLAV 2970. Preliminary Examination Preparation.,For graduate students who have met the tuition requirement and arepaying the registration fee to continue active enrollment while preparing fora preliminary examination.,BrownCourses
2243,SLAV 2980. Advanced Reading and Research.,Only for graduate students. Independent research project on topicsin Slavic Studies. Enrollment permitted only after the written proposal(instructions in the department office) is submitted to the DGS and Chair ofthe department (deadline: the last day of Add a course without fee periodduring the semester when the project is undertaken). Please check Bannerfor the correct section number and CRN to use when registering for thiscourse. Each section limited to 10 students; instructor permission required.,BrownCourses
2244,SLAV 2990. Thesis Preparation.,For graduate students who have met the residency requirement and arecontinuing research on a full time basis.,BrownCourses
2245,SOC 0010. Social Forces: An Introduction to Sociology.,"Social forces constrain and empower us, bond us together and pushus apart. Sociology explores the workings of societies large and small:nations, organizations, communities, families, and other groups. Howdo societies shape action and identity, and why are social pressures sohard to defy? How do societies distribute wealth and power, and why doinequalities so often coalesce around race, ethnicity, class, and gender?How do established practices persist, and when do movements arise tochallenge them? Examining such themes across a range of issues andtopics, this course provides a springboard for future study throughout thesocial sciences.",BrownCourses
2246,SOC 0020. Perspectives on Social Interaction: An Introduction toSocial Psychology.,"An introduction to the discipline of sociology examining the individualin social situations. Explores the social development of the person,the development of interpersonal relationships, and the problems ofintegrating the individual and social system. For each area, the personaland situational factors that bear upon the issue are investigated. Theobjective is to deepen understanding of the behavior of people in a socialcontext.",BrownCourses
2247,SOC 0150. Economic Development and Social Change.,"Emphasis on understanding the interrelations among economic, political,and cultural aspects of change in developing countries. The experienceof currently developing nations is contrasted to that of nations whichindustrialized in the 19th century. Compares the different developmentstrategies which have been adopted by currently developing nations andtheir consequences for social change.",BrownCourses
2248,"SOC 0230. Sex, Gender, and Society.","An introduction to the sociological study of sex and gender. Morespecifically, this course explores how sexuality is perceived, defined, andexperienced in the context of society. How sexuality influences our lives, isreflected in social norms, attitudes and beliefs, through public and privatepolicies and practices, and the social institutions is also investigated. Thisclass also focuses on how prevalent gender differences really are in oursociety and examines the social construction of gender.",BrownCourses
2249,SOC 0250. An Environmental Sociology for a Rapidly Warming World.,"Environmental problems are rooted in societies’ complex and changingrelationship with the natural world. Understanding those environmentalproblems, let alone solving them, requires careful investigation of nature-society interactions. Through lectures, readings, discussion, and writtenwork, students will examine the social and historical foundations ofcontemporary environmental problems and societal efforts to address orresolve those problems. Building on these foundations, we will explore thesocial dimensions of three (interrelated) “environmental grand challenges”:curbing climate change, preparing for and responding to environmentaldisasters, and building sustainable cities. Through all of these challenges,questions of environmental inequality and environmental racism loomlarge.",BrownCourses
2250,SOC 0300. Organizations and Society.,"We live in a society of organizations. We are born inside organizations,we are educated inside organizations, we work inside organizations,and when we die, we will be buried by organizations. Organizations aretherefore central to processes that shape individual lives and societaltrends, from widening income inequality, to the spread of innovations,to struggles over public policy. This course introduces the field ofOrganizational Studies, examining organizations as complex, multifacetedsocial settings. By investigating how organizations and society shapeeach other, students will build skills for informed, socially-responsibleengagement in an increasingly organizational society.",BrownCourses
2251,SOC 0300D. Who Am I?.,"A study of self in contemporary society. We examine the structuraland situational forces that shape the self and their impact on personaldevelopment, orientations to the world, and interpersonal behavior; weinvestigate the development of the self as a way of being in the worldthat makes everyday doings and, ultimately society, possible. Enrollmentlimited to 19 first year students. Instructor permission required.",BrownCourses
2252,SOC 0310. Theory and Practice of Engaged Scholarship (ESPSeminar).,"Efforts are underway across university and college campuses -- in theUnited States and globally -- to increase opportunities for engagedlearning and research. What is engaged scholarship and how does itchallenge (and/or complement) more traditional concepts of scholarshipand disciplinary knowledge? What are the ethical, practical, and otherchallenges associated with community-engaged scholarship? The coursewill use case studies, field work, team projects, and guest speakers fromdiverse disciplines and sectors to investigate these and other questions.Enrollment limited to Engaged Scholars Program participants. Limited to40 students per section.",BrownCourses
2253,SOC 1010. Classical Sociological Theory.,"Why do we follow social rules and conventions? And how is socialchange – that is, the making of new rules and expectations – possible?When we respond to rules, do we act as free-willing individuals or dowe follows social structures we have no control over? These questionshave motivated generations of sociologists, but many of the argumentshave been already developed by the four ""forefathers"" of sociology: KarlMarx, Max Weber, Emile Durkheim, and Georg Simmel. Looking at thetransformations around them – the rise of capitalism, the modern nation-state, rational bureaucracy, the metropolitan, the decline of religion, andmuch more – they developed arguments that allow us to better understandourselves, our actions, and the contemporary political, economic andsocial transformations around us.",BrownCourses
2254,SOC 1020. Methods of Social Research.,"This course introduces students to the frameworks and methods ofconducting sociological research -- from both a qualitative and quantitativeperspective. The aim is that students develop the skills to ask and answerinteresting and important questions about sociological phenomenon.The focus is on designing and executing research, from identifying aninteresting question and reviewing the relevant literature, to collecting andanalyzing data, to drawing reliable inferences and presenting meaningfulresults. There is a heavy focus on reading and discussing academicresearch and working in research teams. By the end of the semesterstudents will complete their own research projects.",BrownCourses
2255,SOC 1040. World Population Problems.,"This is an introductory course to the study of human population. Theobjective is to investigate some of the social issues, including low fertility,immigration, aging, HIV/AIDS epidemic, in the United States and aroundthe world from a demographic perspective. The course focuses onchanges in the processes of mortality, fertility, and migration and howchanges in processes shape the compositions and structures of the U.S.and world populations. We pay special attention to the population dividebetween more and less developed countries.",BrownCourses
2256,SOC 1060. Leadership in Organizations.,"What is leadership? What makes a great leader? Can leadership belearned? Improved? This course explores various theoretical approachesto leadership using a combination of lectures and case-study analysis.Additionally, it aims at developing your personal leadership skills by usingself-exploration and reflection, self-assessment instruments, role-play, andfeedback from peers. Enrollment limited to 100.",BrownCourses
2257,SOC 1100. Introductory Statistics for Social Research.,"Introduction to descriptive and inferential statistics: measures of centraltendencies and variability, sampling, tests of significance, correlation,and regression. Also includes the use of computers in data analysis.Knowledge of elementary algebra is assumed. Enrollment is limited to 144students.",BrownCourses
2258,SOC 1117. Focus Groups for Market and Social Research.,"This course introduces students to a range of qualitative research methodscommonly used in market and social science research. It is designedto provide students with a skill set that will allow them to conduct anddesign market and social research that gets below the surface of thetraditional survey. Focus groups, ethnographic observation and user-centered research are widely used in product design, communications,marketing and entrepreneurship research. Students will learn and practiceall of the methods introduced in the course by conducting a semester-longresearch project, will gain insight into which methods are most appropriatefor particular research needs.",BrownCourses
2259,SOC 1120. Market and Social Surveys.,"This course covers the theory and practice of survey research. Topicsinclude questionnaire design and formatting; sample design and selection;interviewing techniques; data base design and data entry; and elementarydata analysis and report production. Students individually design andconduct a survey on a topic of their choice, and collectively conduct andanalyze a sample survey of the Brown student population.",BrownCourses
2260,SOC 1230. What Do Schools Do?.,Education is an important institution in modern societies. Schools influenceall of our lives from an early age. Schools are the largest employer inmany communities and are widely considered the major force for socialequality. What does this mean for society? What do schools do? Whydo some students learn more than others? How do schools reduce orreproduce social inequality? How do schools influence society and howdoes society shape schools? We will consider these and other relatedquestions in this course.,BrownCourses
2261,SOC 1260. Market Research in Public and Private Sectors.,"Introduction to data and research methods for private and public sectororganizations. Data used in market research include trends in thepopulation of consumers, economic trends, trends within sectors andindustries, analyses of product sales and services, and specific studies ofproducts, promotional efforts, and consumer reactions. Emphasizes theuse of demographic, GIS, and other available data.",BrownCourses
2262,"SOC 1270. Race, Class, and Ethnicity in the Modern World.","Applies sociological analysis to understand present and historical casesof ethnic and race relations and conflicts. Topics addressed are the socialconstruction of race and ethnicity; historical processes of racialization;ethnic conflict and the nation state; and the linkages between race, class,and social mobility. Focuses on racial and ethnic relations in the U.S., butalso has a strong international comparative component.",BrownCourses
2263,SOC 1281. Migration in the Americas.,"Examines historical trends and determinants of migration from LatinAmerica to the United States. Each stage of the migration process isexamined: the decision to migrate, getting across international borders,settlement and integration in destinations, and return to places of origin.The course integrates theories and empirical studies of internationalmigration with hands-on analysis of survey data from the Mexican andLatin American Migration Projects, the two largest survey databases forstudying migration in the Americas. Students will learn how to formulateand operationalize research hypotheses, read, process, and analyzesurvey data files, and present and interpret research results.",BrownCourses
2264,SOC 1311. Micro-Organizational Theory: Social Behavior inOrganizations.,"Micro-Organizational Theory focuses on the human dynamics oforganizations as natural systems. It examines how individual attitudes,actions, and interactions make a difference for organizational processesand outcomes. This focus is contrasted with more macro-levelapproaches, which take the organization (instead of the individual) as theprimary unit of analysis. For example, studies of organizations from aneconomic perspective are typically concerned with the performance of theorganization relative to its competitors. Studies of organizations from amacro-sociological focus are typically concerned with an organization'sroutines and structures, contextualized by the broader environment. SOC1311 takes a more micro and meso perspective that asks questions suchas, ""why do individuals in organization behave the way they do, how doesthis affect the organizations of which they are a part and how, in turn, areindividuals affected by their organizations?""",BrownCourses
2265,SOC 1330. Remaking the City.,"Cities are being reshaped by immigration, economic restructuring,and other forces. This course reviews these changes from severalperspectives, including the patterns and causes of change, the role ofpolitics and public policy, and how different groups of people (by class,race, and national origin) manage under the new conditions. Readings willemphasize historical and cross-national comparisons.",BrownCourses
2266,SOC 1340. Principles and Methods of Geographic InformationSystems.,"An introduction to the fundamental principles and methods of geographicinformation systems (GIS). Topics include (a) handling different typesof geographic datasets, (b) geo-analytical and modeling tools in GIS,(c) conceptual and theoretical aspects of GIS application development,and (d) errors and uncertainty analysis of GIS applications. Laboratoryassignments and the project work provide hands on experiences in GIS.Enrollment limited to 21 juniors and seniors.",BrownCourses
2267,SOC 1440. Intimate Violence.,"Explores sociological perspectives of violence in intimate relationships.Begins with theories of violence, including social learning theory, thefrustration-aggression hypothesis, and violence as catharsis. Examinesthe contributions of gender, race status, media violence, and pornographyto the issue. Investigates specific forms of intimate violence: sexualaggression (including ""acquaintance rape""), partner abuse, elderly abuse,and child abuse. Not open to first year students.",BrownCourses
2268,SOC 1620. Globalization and Social Conflict.,"Examines the effect globalization is having on the economies andsocieties of the developed and developing world. Focuses in particularon how new forms of global production and networking are transformingthe traditional role of the nation-state, creating new dynamics of wealthdistribution, and generating new sources of social conflict and politicalcontestation, including transnational social movements.",BrownCourses
2269,SOC 1871B. Sociological Perspectives on Poverty.,"Examines the personal experiences of socioeconomic status, with focuson the lower tiers of the hierarchy. We distinguish three levels of poverty:the working poor, marginal workers, and the underclass. Analysis willmake use of issues of gender and family, race and ethnicity, and urbanand rural settings. We investigate sociological perspectives on the problemof homelessness. Enrollment limited to 20.",BrownCourses
2270,"SOC 1871O. Law, Innovation and Entrepreneurship.","This seminar explores the relationship between legal institutions andmacro-organizational change. The course devotes particular attentionto the legal and organizational processes that shape (and are shapedby) the emergence of new technologies, new enterprises, and newindustries. Although discussions may touch on technical aspects oflaw and/or entrepreneurship, most topics and materials focus on thegeneral sociological processes that underlie changing organizationalenvironments. The seminar is aimed at advanced students who havesome prior familiarity with the sociology of law is helpful, but not essential.Through shared and individual readings, weekly discussions, and e-mail dialogues, the course provides an opportunity for students to refineand extend their thinking on important and controversial topics at theintersection of the contemporary organizational and socio-legal literatures.Prerequisite: SOC 1030 or SOC 1315 required (waivable by permissionof instructor). Enrollment limited to 20 juniors, seniors, and graduatestudents.",BrownCourses
2271,"SOC 1871Z. Martial Arts, Culture, and Society.","In this upper level undergraduate course for which there are noprerequisites, we will consider how sociology, and other social sciences,can help us understand martial arts and how martial arts might informthe social sciences. We shall consider how various bodymindful martialpractices, their organizations, and their cultures shape, and are shaped by,different structures of power at various levels of society. We concentrateon martial arts because they straddle such an important axial dimensionof society around violence. First priority to Sociology Concentrators.Enrollment limited to 20.",BrownCourses
2272,"SOC 1872E. Global Sociology: Capitalism, Colonialism and theMaking of the Modern World.","This course focuses on Providence and Rhode Island to look at theembeddedness of local lives in global social processes. Sociologyoften takes the nation as a bounded unit of analysis. Yet, the historyof the modern world is one of empires, colonialism and transnationalconnections. These global racial and colonial histories are frequentlyignored or silenced. This course seeks to question our sense of place inthe world: If we acknowledge that the world has always been global, howdoes that change our understanding of contemporary issues? How shouldwe rethink sociology to break with its colonial origins?",BrownCourses
2273,SOC 1950. Senior Seminar.,"Advanced seminar for sociology and social analysis and research (SAR)concentrators. Participants examine methods for analyzing, writing, andpresenting capstone and thesis material and apply peer review techniquesin assessing each other's work. Culminates in presentation of capstoneor thesis to the department. Required for all sociology and social analysisand research (SAR) concentrators.",BrownCourses
2274,SOC 1970. Individual Research Project.,Supervised reading or research. Specific program arranged in termsof the student's individual needs and interests. Required of intensiveconcentrators; open to others only by written consent of the Chair of thedepartment. Section numbers vary by instructor. Please check Bannerfor the correct section number and CRN to use when registering for thiscourse.,BrownCourses
2275,SOC 1980. Senior Honors Thesis.,"Under the direction of a faculty advisor, students construct and carry outa research project. The written report of the research is submitted to theadvisor for honors consideration. A second reader selected by the thesisadvisor certifies that the thesis is of honors quality. Please check Bannerfor the correct section number and CRN to use when registering for thiscourse.",BrownCourses
2276,SOC 1990. Senior Honors Thesis.,"Under the direction of a faculty advisor, students construct and carry outa research project. The written report of the research is submitted to theadvisor for honors consideration. A second reader selected by the thesisadvisor certifies that the thesis is of honors quality. Please check Bannerfor the correct section number and CRN to use when registering for thiscourse.",BrownCourses
2277,SOC 2010. Multivariate Statistical Methods I.,"Introduction to probability, descriptive statistics and statistical inference.Coverage of the linear model, its assumptions and potential biases.Emphasis on hypothesis testing, model selection and interpretationthrough application with real data.",BrownCourses
2278,SOC 2020. Multivariate Statistical Methods II.,This course is a graduate-level introduction to multivariate regressionmodels for categorical and limited dependent variables. Subject matterincludes modeling nominal and ordinal outcomes; truncated distributions;and selection processes. The course also reviews strategies for sampledesign; handling missing data and weighting in multivariate models. Thecourse employs contemporary statistical software. Special emphasis isplaced on model selection and interpretation. Prerequisite: SOC 2010,BrownCourses
2279,"SOC 2030. Social Stratification, Inequality and Mobility.","This course provides an introduction to contemporary literature on socialstratification, social mobility, inequality in the United States, abroad, basedon research articles and books. We focus on theories, data, methods,facts about categorical dimensions of inequality (race, ethnicity, gender,sexual orientation); core dimensions of stratification systems (income,earnings and wealth distributions; poverty; education; the intergenerationaltransmission of socioeconomic status; social mobility); social institutionsthat govern social stratification (families, schools, labor markets, and thejustice system); key inequalities that stem from stratification systems (e.g.,health). This is a reading course, not a research seminar. Prerequisitesinclude Sociology 2010 or equivalent.",BrownCourses
2280,SOC 2040. Classical Sociological Theory.,"This is a graduate-level course requires students to engage in detailedanalysis and critical review of sociological thought of the 19th and early20th centuries. The class will introduce students to the critical thinking,methodological innovation, and historical imagination of sociological theoryby reading the original texts of the forefathers of sociology, including KarlMarx, Max Weber, Emile Durkheim and others.",BrownCourses
2281,SOC 2050. Contemporary Sociology.,"This class offers a review of some of the most interesting contemporarysocial theorists and the most intense debates in current sociologicalthought. It thematically reviews the works of Jurgen Habermas on thepublic sphere, Michel Foucault on disciplinary and governmental modes ofpower, Bruno Latour on modernity and modern science, Pierre Bourdieuon field and habitus and among others. No prerequisites.",BrownCourses
2282,SOC 2080. Principles of Population.,"An advanced introduction to theoretical and substantive issues in thesocial scientific study of population. Major areas within sociology areintegrated with the study of population, including the comparative–historical analysis of development, family processes, social stratification,ethnicity, ecological studies, and social policy. Primarily for first yearGraduate students.",BrownCourses
2283,SOC 2210. Qualitative Methods.,"Emphasis on ethnographic field work through participant observationand interviews. Some attention to content analysis and visual sociology.Technical training in developing observational and interview guidelines,data collection, coding, transcript analysis, and computer applications.Strong emphasis on quality writing. Analysis of ethnographic research inbook and article format. Attention to recent developments in ethnography,especially reflexivity and autoethnography.",BrownCourses
2284,SOC 2230. Techniques of Demographic Analysis.,"Procedures and techniques for the collection, evaluation, and analysis ofdemographic data; measures of population composition, fertility, morality,and migration; construction of life tables, population and projections,population dynamics; responsible use of demographic methodology.Mandatory S/NC.",BrownCourses
2285,SOC 2250. Ethnography: Theory and Practice.,"This course is designed to introduce graduate students in sociology andrelated fields to the study and practice of ethnographic methods. Wewill discuss various qualitative methodological approaches, but we willconcentrate on observational and interview-based research. In addition toconsidering some of the epistemological issues these methods raise at thetheoretical level, students will also have the opportunity to learn by doing.The overall goal of this course is to cultivate and enhance students’ skillsin ethnographic data analysis and interpretation, and to employ these skillsin the writing of a scholarly paper or book chapter.",BrownCourses
2286,SOC 2260B. Sociology of Discrimination.,"In recent decades, open expressions of prejudice and discriminationhave become less socially acceptable. Inequalities along lines of race,class, and gender, however, persist. We will examine the social scientificliterature on discrimination in its interpersonal and structural forms. Wewill also discuss what is not discrimination given that this term is oftenused (incorrectly) synonymously with disparities to refer to inequalities thatoriginate through other processes. We will investigate causes, definitions,measurement, effects, and possible policy responses to discrimination.This course will draw on both qualitative and quantitative approaches tothe study of discrimination.",BrownCourses
2287,"SOC 2260D. Race, Ethnicity, and Nation: Boundaries, Identities,Inequalities.","This seminar aims to provide students a solid base in the analysis of racialand ethnic boundaries, identities, and inequalities. The seminar addressesa number of central topics in the field and acquaints the students withsome key works. The course is divided in three parts. The first partfocuses on how race constituted the modern world and on contemporaryforms of racialization. The second part focuses on the construction ofnations and challenges to their ethnic and racial boundaries. The third partof the course looks at contemporary boundaries of race and ethnicity inthe United States. Open to upper level undergraduates with permission ofinstructor.",BrownCourses
2288,SOC 2430. Fields and Methods of Social Research.,"Introduction to strategies sociologists use to formulate theories andconduct methodologically sound research. Hypothesis formulation andresearch design; special emphasis on identifying causal mechanisms,techniques of operationalization, and choice of relevant comparisons.",BrownCourses
2289,SOC 2450. Exchange Scholar Program.,"
",BrownCourses
2290,SOC 2460. Sociology Paper Writing Seminar.,"This is a special seminar for graduate students in Sociology on the art ofwriting research papers for publication. The goals of the course are to: 1)learn the process of writing by drafting or redrafting a complete researchpaper, one section at a time 2) participate in the process of critical peerreview 3)become knowledgeable about the process of submission/publication in peer-reviewed journals in Sociology and related socialscience fields 4) become more familiar with the often hidden processes ofjournal review , publication ethics, and interpreting/responding to editorialdecisions",BrownCourses
2291,SOC 2600. Comparative Historical Analysis.,"The seminar focuses on the application of theory and method in historicalsociology. It will combine the reading of exemplary works, both classicaland current, in comparative-historical sociology, with an exploration ofhistorical methods that involves methodological readings but focuses onstudents' use of archives in their own individual research. For graduatestudents only.",BrownCourses
2292,SOC 2610. Spatial Thinking in Social Science.,"This course reviews ways in which social scientists have incorporatedconcepts about space, place, and distance into their theories andresearch. Examples are drawn from many substantive areas, includingthe spatial organization of communities, spatial inequalities, and mobility.Separate laboratory meetings introduce methods of spatial analysisencountered in the course readings, including an introduction to GIS andrelated mapping tools.",BrownCourses
2293,SOC 2612. Geographic Information Systems and Spatial Analysis forthe Social Sciences.,"This course is intended for graduate students seeking to learn the basicsof Geographic Information Systems (GIS) and how to incorporate spatialquestions into social science research. The course is primarily a methodscourse and through required independent project work, students will learnhow GIS and spatial analysis are typically employed across the socialsciences. By the end students will be proficient in independent use ofArcGIS, most frequently used GIS software package, and will be ableto apply the more common tools of spatial analysis. They will also knowbasics of cartography.",BrownCourses
2294,SOC 2960C. Urban Sociology.,"This course will review alternative theoretical perspectives on urban andregional development with an emphasis on variants of ecological andpolitical economy approaches. Substantive topics will include metropolitanrestructuring in the U.S. and abroad, growth politics and growth control,neighborhood social networks and collective action, and incorporation ofimmigrants and minority groups in the metropolis.",BrownCourses
2295,SOC 2960K. Comparative Political Sociology.,"This course explores both classic and contemporary debates in politicalsociology. The central thematic is the relationship between democracyand power and includes theories of the state, markets, social class andcivil society. The debates are explored through historical and comparativelenses, covering both old and new democracies. Some background inpolitical or sociological theory is recommended.",BrownCourses
