,ï»¿,School,CourseID,Descriptions
41974,41974,SmithSUPERTRIMMED,BIO 103 Economic Botany: Plants and Human Affairs ,a consider of the plant which are or harm to human their origin and histori botan relationship chemic constitu which them econom import and their role in prehistor and modern cultur civil and economi class of plant survey those that provid food timber fiber spice essenti oil medicin stimul and narcot oil and wax and other product topic the histori of plant domest ethnobotani biodivers issu genet engin and biotechnolog no prerequisit enrol limit to 25 n 4
41975,41975,SmithSUPERTRIMMED,BIO 120 Horticulture: Plants in the Landscape ,identif cultur and of ornament landscap plant includ annual perenni tree and shrub groundcov and tropic topic introduct to landscap design and mainten garden design histori and current issu such as invas speci and commun garden requir two exam and design and dinterpret assign in conjunct with the smith colleg botan garden laboratori bio 121 must be taken concurr enrol limit to 30
41976,41976,SmithSUPERTRIMMED,BIO 121 Horticulture: Plants in the Landscape Laboratory ,identif morpholog and of landscap plant includ annual perenni tree and shrub groundcov and tropic introduct to horticultur practic includ prune divis pollin bulb plant plant identif and landscap design of the botan garden outdoor collect as as field trip are import compon of the requir lab quizz and creation of a field guid to plant materi cover in the enrol limit to 15 per section
41977,41977,SmithSUPERTRIMMED,BIO 122 Horticulture: Botany for Gardeners ,survey in the fundament of horticultur and basic botani plant structur and function nomenclatur nutrit seed biolog propag pest and diseas soil compost and an introduct to biotechnolog topic grow fruit veget and herb requir two exam inclass discuss and a book review laboratori bio 123 must be taken concurr enrol limit to 30 n 3
41978,41978,SmithSUPERTRIMMED,BIO 123 Horticulture: Botany for Gardeners Laboratory ,practic lab experi in plant propag morpholog develop and physiolog identif and treatment of diseas and insect pest soil seed and floral design of the lyman conservatori field trip and winterspr observ of outdoor plant are import compon of the bio 122 must be taken concurr enrol limit to 15 per section
41979,41979,SmithSUPERTRIMMED,BIO 200 Animal Physiology ,function of anim includ human requir for surviv movement respir circul etc neural and hormon regul of these function and the adjust made to challeng present by specif environ prerequisit bio 132133 150151 and chm 111 or chm 118 laboratori bio 201 is option but strongli recommend n 4
41980,41980,SmithSUPERTRIMMED,BIO 201 Animal Physiology Laboratory ,thi provid with the opportun to design and conduct experi in human and anim physiolog emphasi is on develop hypothes design experi graph data interpret result and write in the scientif style bio 200 normal taken concurr n 1 lisa a mangiamel marney c pratt
41981,41981,SmithSUPERTRIMMED,BIO 202 Cell Biology ,the structur and function of eukaryot cell thi examin contemporari topic in cellular biolog cellular structur organel function membran and endomembran system cellular regul signal mechan motil bioelectr commun and cellular energet thi is a for biochemistri i bch 252 prerequisit bio 132133 and chm 222 laboratori bio 203 is recommend but not requir
41982,41982,SmithSUPERTRIMMED,BIO 203 Cell Biology Laboratory ,inquirybas laboratori use techniqu such as spectrophotometri enzym kinet bright field and fluoresc light microscopi and scan electron microscopi the emphasi is on studentdesign project thi is a for biochemistri i laboratori bch 253 bio 202 should be taken concurr n 1 graham r kent jan ac vriezen
41983,41983,SmithSUPERTRIMMED,BIO 204 Microbiology ,thi examin bacteri morpholog growth biochemistri genet and method of control bacteri activ emphasi is on bacteri physiolog and the role of the prokaryot in their natur habitat the also cover viral life cycl and diseas caus by virus prerequisit bio 132 150 and chm 111 or equival advanc placement cours laboratori bio 205 must be taken concurr n 3
41984,41984,SmithSUPERTRIMMED,BIO 205 Microbiology Laboratory ,experi in thi explor the morpholog physiolog biochemistri and genet of bacteria use a varieti of bacteri genera method of asept techniqu isol identif and growth of bacteria are learn an individu project is complet at the end of the bio 204 must be taken concurr n 2
41985,41985,SmithSUPERTRIMMED,BIO 206 Plant Physiology ,thi provid a broad understand of key concept in plant physiolog and how the environ affect plant function key concept water and nutrient uptak growth and alloc plantsoil interact and ga exchang from the leav to ecosystem gener principl in these topic are use to develop an understand of how interact between plant as as plant and anim plant commun and ecosystem process prerequisit a in ecolog organism biolog or environment scienc
41986,41986,SmithSUPERTRIMMED,BIO 207 Plant Physiology Laboratory ,the laboratori is a coursebas research experi address how plant physiolog respond to climat the lyman plant hous provid the ideal set for grow plant under real life climat scenario gain handson experi with sophist instrument and techniqu use to measur microclim plantwat relat ga exchang photosynthet rate and respir nutrient alloc and stabl isotop variat addit will rstudio for data visual data explor and data analysi n 1
41987,41987,SmithSUPERTRIMMED,BIO 230 Genomes and Genetic Analysis ,an explor of gene and genom that highlight the connect between molecular biolog genet cell biolog and evolut topic dna and rna protein structur and function gene organ mechan and control of gene express origin and evolut of molecular mechan and gene network the also deal with the princip experiment and comput tool that have advanc relev field and introduc to the rapidli expand databas at the of contemporari biolog reli heavili on primari literatur we explor select topic includ the molecular biolog of infecti diseas genet underpin of develop the compar analysi of whole genom and the origin and evolut of genom structur and content prerequisit bio 132150 or permiss of the bio 130 is a recommend but not requir laboratori bio 231 is recommend but not requir n 4
41988,41988,SmithSUPERTRIMMED,BIO 231 Genomes and Genetic Analysis Laboratory ,a laboratori design to complement the lectur materi in 230 laboratori and comput project investig method in molecular biolog includ recombin dna gene clone and dna sequenc as as contemporari bioinformat data mine and the display and analysi of complex genom databas bio 230 should be taken concurr
41989,41989,SmithSUPERTRIMMED,BIO 232 Evolution ,evolut frame much of biolog by provid insight into how and whi thing over time for exampl the studi of evolut is essenti to understand transit in biodivers across time and space elucid pattern of genet variat and between popul and develop both vaccin and treatment for human diseas topic in thi popul genet molecular evolut speciat phylogenet and macroevolut bio 130 154 or bio 132 150 or permiss of the n 4
41990,41990,SmithSUPERTRIMMED,BIO 260 Invertebrate Diversity ,invertebr anim account for the vast major of speci on earth although sometim inconspicu invertebr are vital member of ecolog commun they provid protein import ecosystem servic biomed and biotechnolog product and aesthet valu to human today mani invertebr popul are threaten by human activ thi survey the extraordinari divers and import of invertebr emphas their form and function in ecolog and evolutionari context bio 261 must be taken concurr enrol limit of 20 n 3
41991,41991,SmithSUPERTRIMMED,BIO 261 Invertebrate Diversity Laboratory ,thi laboratori examin relationship between invertebr form and function and compar divers and among bodi plan use live and preserv materi observ and document invertebr structur life cycl locomot feed and other behavior bio 260 must be taken concurr enrol limit of 20 n 2
